Amount,Description,Place
"200,000 ֏ monthly","1 room apartment on Vardanants Street, 37 sq.m., high ceilings, cosmetic renovation, stone building","Kentron, 1 rm., 37 sq.m., 4/4 floor"
"160,000 ֏ monthly","Spacious 3 room apartment on Garegin Hovsepyan Street, 230 sq.m., 1/1 floor, partial renovation","Nork-Marash, 3 rm., 230 sq.m., 1/1 floor"
"500,000 ֏ monthly","3 room apartment in a new building on Gusan Sheram Street, 100 sq.m., 2/2 floor, high ceilings","Malatia-Sebastia, 3 rm., 100 sq.m., 2/2 floor"
"580,000 ֏ monthly","2 room apartment in a new building on Aghbyur Serob Street, 72 sq.m., designer renovation","Arabkir, 2 rm., 72 sq.m., 5/5 floor"
"280,000 ֏ monthly","3 room apartment on Bashinjaghyan Street, 104 sq.m., major renovation","Ajapnyak, 3 rm., 104 sq.m., 14/14 floor"
"500,000 ֏ monthly","3 room apartment on Tigran Mets Avenue, 85 sq.m., 2/5 floor, high ceilings, designer renovation","Kentron, 3 rm., 85 sq.m., 2/5 floor"
"$1,200 monthly","2 room apartment on Ghazar Parpetsi Street, 50 sq.m., designer renovation","Kentron, 2 rm., 50 sq.m., 10/10 floor"
"250,000 ֏ monthly","2 room apartment on Bryusov Street, 75 sq.m., second to last floor, major renovation","Kentron, 2 rm., 75 sq.m., 15/16 floor"
"230,000 ֏ monthly","2 room apartment on Khorenatsi Street, 45 sq.m., 3/9 floor, major renovation","Kentron, 2 rm., 45 sq.m., 3/9 floor"
"$1,500 monthly","3 room apartment in a new building on Saryan Street, 115 sq.m., 2/5 floor, high ceilings","Kentron, 3 rm., 115 sq.m., 2/5 floor"
"270,000 ֏ monthly","3 room apartment on Aghbyur Serob Street, 83 sq.m., 7/16 floor, major renovation","Arabkir, 3 rm., 83 sq.m., 7/16 floor"
"350,000 ֏ monthly","3 room apartment in a new building on Griboyedov Street, 71 sq.m., 5/16 floor, high ceilings","Arabkir, 3 rm., 71 sq.m., 5/16 floor"
"270,000 ֏ monthly","1 room apartment on Gyulbenkyan Street, 50 sq.m., second to last floor, major renovation","Arabkir, 1 rm., 50 sq.m., 4/5 floor"
"480,000 ֏ monthly","2 room apartment in a new building on Karapet Ulnetsi Street, 65 sq.m., 7/16 floor, high ceilings","Kanaker-Zeytun, 2 rm., 65 sq.m., 7/16 floor"
"230,000 ֏ monthly","3 room apartment in a new building in Nazarbekyan Quarter, 63 sq.m., 2/20 floor, high ceilings","Ajapnyak, 3 rm., 63 sq.m., 2/20 floor"
"180,000 ֏ monthly","2 room apartment in Davtashen 1st Block, 54 sq.m., 4/9 floor, high ceilings, cosmetic renovation","Davtashen, 2 rm., 54 sq.m., 4/9 floor"
"215,000 ֏ monthly","2 room apartment on Hrachya Kochar Street, 30 sq.m., 2/5 floor, cosmetic renovation, stone building","Arabkir, 2 rm., 30 sq.m., 2/5 floor"
"$2,200 monthly","Spacious 3 room apartment in a new building on Amiryan Street, 165 sq.m., 9/12 floor, 2 bathrooms","Kentron, 3 rm., 165 sq.m., 9/12 floor"
"300,000 ֏ monthly","3 room apartment in a new building on Avetis Aharonyan Street, 110 sq.m., 7/14 floor, 2 bathrooms","Arabkir, 3 rm., 110 sq.m., 7/14 floor"
"250,000 ֏ monthly","1 room apartment on Baghramyan Avenue, 45 sq.m., 5/8 floor, high ceilings, cosmetic renovation","Arabkir, 1 rm., 45 sq.m., 5/8 floor"
"$1,500 monthly","3 room apartment in a new building on Antarayin Street, 120 sq.m., 3/11 floor, 3+ bathrooms","Kentron, 3 rm., 120 sq.m., 3/11 floor"
"450,000 ֏ monthly","2 room apartment in a new building on Pavstos Buzand Street, 60 sq.m., 4/15 floor, high ceilings","Kentron, 2 rm., 60 sq.m., 4/15 floor"
"350,000 ֏ monthly","4 room apartment on Isahakyan Street, 102 sq.m., 2/4 floor, high ceilings, major renovation","Kentron, 4 rm., 102 sq.m., 2/4 floor"
"$1,500 monthly","2 room apartment on Tumanyan Street, 85 sq.m., 3/5 floor, high ceilings, major renovation","Kentron, 2 rm., 85 sq.m., 3/5 floor"
"$3,000 monthly","3 room apartment in a new building on Amiryan Street, 100 sq.m., 7/11 floor, high ceilings","Kentron, 3 rm., 100 sq.m., 7/11 floor"
"280,000 ֏ monthly","3 room apartment in a new building, Մոնթե Մելքոնյան փողոց, 80 sq.m., 11/17 floor, high ceilings","Kentron, 3 rm., 80 sq.m., 11/17 floor"
"260,000 ֏ monthly","3 room apartment on Gusan Sheram Street, 80 sq.m., 2/9 floor, high ceilings, major renovation","Malatia-Sebastia, 3 rm., 80 sq.m., 2/9 floor"
"350,000 ֏ monthly","3 room apartment on Yeznik Koghbatsi Street, 70 sq.m., 2/5 floor, euro renovation, stone building","Kentron, 3 rm., 70 sq.m., 2/5 floor"
"250,000 ֏ monthly","2 room apartment in a new building on Tsarav Akhpyur Street, 74 sq.m., 5/14 floor, high ceilings","Avan, 2 rm., 74 sq.m., 5/14 floor"
"$1,250 monthly","2 room apartment in a new building on Mashtots Avenue, 78 sq.m., second to last floor","Kentron, 2 rm., 78 sq.m., 8/9 floor"
"$1,100 monthly","2 room apartment in a new building on Pavstos Buzand Street, 50 sq.m., 10/15 floor, major renovation","Kentron, 2 rm., 50 sq.m., 10/15 floor"
"$2,750 monthly","5 room apartment in the center, 116 sq.m., 2/4 floor, 2 bathrooms, high ceilings, multiple balconies","Kentron, 5 rm., 116 sq.m., 2/4 floor"
"280,000 ֏ monthly","3 room apartment in a new building, Hrachya Kochar Street, 100 sq.m., 7/10 floor, euro renovation","Arabkir, 3 rm., 100 sq.m., 7/10 floor"
"310,000 ֏ monthly","3 room apartment in a new building on Nikoghayos Tigranyan Street, 90 sq.m., second to last floor","Arabkir, 3 rm., 90 sq.m., 11/12 floor"
"$1,400 monthly","3 room apartment on Teryan Street, 100 sq.m., 3/5 floor, 2 bathrooms, high ceilings","Kentron, 3 rm., 100 sq.m., 3/5 floor"
"$2,500 monthly","Spacious 4 room apartment in a new building on Verin Antarayin Street, 245 sq.m., 2/6 floor","Arabkir, 4 rm., 245 sq.m., 2/6 floor"
"260,000 ֏ monthly","2 room apartment in a new building on Vahram Papazyan Street, 50 sq.m., 3/10 floor","Arabkir, 2 rm., 50 sq.m., 3/10 floor"
"250,000 ֏ monthly","2 room apartment in a new building on Anastas Mikoyan Street, 55 sq.m., 11/18 floor, high ceilings","Kentron, 2 rm., 55 sq.m., 11/18 floor"
"270,000 ֏ monthly","3 room apartment on Tigran Mets Avenue, 85 sq.m., 2/4 floor, high ceilings, designer renovation","Kentron, 3 rm., 85 sq.m., 2/4 floor"
"$1,200 monthly","3 room apartment on Nalbandyan Street, 100 sq.m., 3/5 floor, high ceilings, designer renovation","Kentron, 3 rm., 100 sq.m., 3/5 floor"
"280,000 ֏ monthly","2 room apartment, in Arabkir, 40 sq.m., 2/5 floor, high ceilings, designer renovation","Arabkir, 2 rm., 40 sq.m., 2/5 floor"
"300,000 ֏ monthly","2 room apartment in a new building on Arshakunyats Avenue, 56 sq.m., 4/17 floor, designer renovation","Kentron, 2 rm., 56 sq.m., 4/17 floor"
"320,000 ֏ monthly","2 room apartment in a new building on Karapet Ulnetsi Street, 70 sq.m., 12/16 floor, high ceilings","Kanaker-Zeytun, 2 rm., 70 sq.m., 12/16 floor"
"280,000 ֏ monthly","4 room apartment on Raynis Street, 95 sq.m., 7/9 floor, 2 bathrooms, euro renovation","Kanaker-Zeytun, 4 rm., 95 sq.m., 7/9 floor"
"$1,000 monthly","3 room apartment on Chaykovski Street, 85 sq.m., second to last floor, high ceilings","Kentron, 3 rm., 85 sq.m., 3/4 floor"
"350,000 ֏ monthly","3 room apartment on Baghramyan Avenue, 71 sq.m., 2/5 floor, 2 bathrooms, high ceilings","Kentron, 3 rm., 71 sq.m., 2/5 floor"
"300,000 ֏ monthly","2 room apartment in a new building, Karapet Ulnetsi Street, 63 sq.m., 3/16 floor","Kanaker-Zeytun, 2 rm., 63 sq.m., 3/16 floor"
"$1,300 monthly","3 room apartment on Yeznik Koghbatsi street, 85 sq.m., 6/9 floor, euro renovation","Kentron, 3 rm., 85 sq.m., 6/9 floor"
"250,000 ֏ monthly","3 room apartment, Komitas Avenue, 90 sq.m., 2/9 floor, major renovation","Arabkir, 3 rm., 90 sq.m., 2/9 floor"
"350,000 ֏ monthly","3 room apartment in a new building on Fuchik Street, 71 sq.m., 9/16 floor, high ceilings","Ajapnyak, 3 rm., 71 sq.m., 9/16 floor"
"280,000 ֏ monthly","2 room apartment in a new building on Grigor Hasratyan Street, 61 sq.m., 12/15 floor, high ceilings","Ajapnyak, 2 rm., 61 sq.m., 12/15 floor"
"330,000 ֏ monthly","2 room apartment in a new building, Yeznik Koghbatsi Street, 72 sq.m., 4/9 floor, euro renovation","Kentron, 2 rm., 72 sq.m., 4/9 floor"
"270,000 ֏ monthly","2 room apartment on Sarmen Street, 51 sq.m., second to last floor, cosmetic renovation","Kentron, 2 rm., 51 sq.m., 3/4 floor"
"250,000 ֏ monthly","2 room apartment in a new building, in Davtashen, 60 sq.m., 9/18 floor, designer renovation","Davtashen, 2 rm., 60 sq.m., 9/18 floor"
"$1,500 monthly","3 room apartment in a new building, in Kentron, 85 sq.m., 4/16 floor, designer renovation","Kentron, 3 rm., 85 sq.m., 4/16 floor"
"280,000 ֏ monthly","2 room apartment on Kajaznuni Street, 72 sq.m., 2/9 floor, designer renovation","Kentron, 2 rm., 72 sq.m., 2/9 floor"
"349,000 ֏ monthly","2 room apartment on Vardanants Street, 43 sq.m., 7/10 floor, euro renovation","Kentron, 2 rm., 43 sq.m., 7/10 floor"
"350,000 ֏ monthly","4 room apartment in a new building on Tsarav Akhpyur Street, 120 sq.m., 3/9 floor, 2 bathrooms","Kanaker-Zeytun, 4 rm., 120 sq.m., 3/9 floor"
$800 monthly,"2 room apartment, Teryan Street near the opera, 75 sq.m., major renovation","Kentron, 2 rm., 75 sq.m., 10/10 floor"
"$2,000 monthly","4 room apartment in a new building on Verin Antarayin Street, 150 sq.m., 3/6 floor, 2 bathrooms","Kentron, 4 rm., 150 sq.m., 3/6 floor"
"$4,000 monthly","4 room apartment in a new building, Northern Avenue, 180 sq.m., 4/9 floor, 2 bathrooms","Kentron, 4 rm., 180 sq.m., 4/9 floor"
"300,000 ֏ monthly","2 room apartment in a new building on Arshakunyats Avenue, 60 sq.m., second to last floor","Kentron, 2 rm., 60 sq.m., 17/18 floor"
"260,000 ֏ monthly","2 room apartment, Frunze Street, 53 sq.m., 4/9 floor, euro renovation","Shengavit, 2 rm., 53 sq.m., 4/9 floor"
"$1,200 monthly","2 room apartment in a new building on Arabkir 39-th street, 60 sq.m., 4/7 floor, high ceilings","Arabkir, 2 rm., 60 sq.m., 4/7 floor"
"300,000 ֏ monthly","3 room apartment in a new building on Sevan street, 102 sq.m., 2 bathrooms, high ceilings","Kanaker-Zeytun, 3 rm., 102 sq.m., 14/14 floor"
"320,000 ֏ monthly","3 room apartment in a new building in Davtashen 4th Block, 95 sq.m., 12/16 floor, 2 bathrooms","Davtashen, 3 rm., 95 sq.m., 12/16 floor"
"300,000 ֏ monthly","2 room apartment in a new building on Leningradyan Street, 65 sq.m., second to last floor","Ajapnyak, 2 rm., 65 sq.m., 15/16 floor"
"300,000 ֏ monthly","2 room apartment on Qeri Street, 55 sq.m., second to last floor, high ceilings, designer renovation","Arabkir, 2 rm., 55 sq.m., 3/4 floor"
"400,000 ֏ monthly","2 room apartment in a new building on Slavik Chiloyan Street, 62 sq.m., 2/9 floor, high ceilings","Arabkir, 2 rm., 62 sq.m., 2/9 floor"
"400,000 ֏ monthly","3 room apartment in a new building, Nersisyan Street Blind Alley, 70 sq.m., 7/19 floor","Kanaker-Zeytun, 3 rm., 70 sq.m., 7/19 floor"
"270,000 ֏ monthly","2 room apartment in a new building on Leningradyan Street, 65 sq.m., 3/15 floor, high ceilings","Ajapnyak, 2 rm., 65 sq.m., 3/15 floor"
"280,000 ֏ monthly","2 room apartment in a new building on Anastas Mikoyan Street, 63 sq.m., 4/16 floor, high ceilings","Davtashen, 2 rm., 63 sq.m., 4/16 floor"
"$2,100 monthly","4 room apartment in a new building, Antarayin Street, 120 sq.m., 2/5 floor, 2 bathrooms","Kentron, 4 rm., 120 sq.m., 2/5 floor"
"$2,500 monthly","3 room apartment in a new building on Paronyan Street, 131 sq.m., 7/12 floor, 2 bathrooms","Kentron, 3 rm., 131 sq.m., 7/12 floor"
"330,000 ֏ monthly","2 room apartment on Hin Yerevantsu Street, 67 sq.m., 3/10 floor, high ceilings, designer renovation","Kentron, 2 rm., 67 sq.m., 3/10 floor"
"100,000 ֏ monthly","2 room apartment on Maxim Gorki Street, 72 sq.m., cosmetic renovation, stone building","Gyumri, 2 rm., 72 sq.m., 4/4 floor"
"350,000 ֏ monthly","2 room apartment in a new building on Arshakunyats Avenue, 55 sq.m., second to last floor","Kentron, 2 rm., 55 sq.m., 17/18 floor"
"380,000 ֏ monthly","2 room apartment in a new building on Komitas Avenue, 71 sq.m., 15/18 floor, high ceilings","Arabkir, 2 rm., 71 sq.m., 15/18 floor"
"250,000 ֏ monthly","3 room apartment, Charents District, 100 sq.m., 2/14 floor, major renovation","Avan, 3 rm., 100 sq.m., 2/14 floor"
"180,000 ֏ monthly","2 room apartment in Bryusov District, 48 sq.m., major renovation","Avan, 2 rm., 48 sq.m., 9/9 floor"
"260,000 ֏ monthly","3 room apartment on Rubiniants street, 100 sq.m., 8/13 floor, major renovation","Kanaker-Zeytun, 3 rm., 100 sq.m., 8/13 floor"
"230,000 ֏ monthly","3 room apartment on Rubiniants street, 80 sq.m., 2/13 floor, euro renovation","Kanaker-Zeytun, 3 rm., 80 sq.m., 2/13 floor"
"160,000 ֏ monthly","2 room apartment on Lepsius street, 32 sq.m., second to last floor, cosmetic renovation","Kanaker-Zeytun, 2 rm., 32 sq.m., 3/4 floor"
"220,000 ֏ monthly","3 room apartment, Կարապետ Ուլնեցու փողոց, 75 sq.m., 1/4 floor, cosmetic renovation, stone building","Kanaker-Zeytun, 3 rm., 75 sq.m., 1/4 floor"
"220,000 ֏ monthly","3 room apartment on Rubiniants street, 76 sq.m., 2/5 floor, cosmetic renovation, stone building","Kanaker-Zeytun, 3 rm., 76 sq.m., 2/5 floor"
"400,000 ֏ monthly","5 room apartment on Lepsius street, 105 sq.m., 2/9 floor, 2 bathrooms, designer renovation","Kanaker-Zeytun, 5 rm., 105 sq.m., 2/9 floor"
"220,000 ֏ monthly","3 room apartment, Պարույր Սևակի փողոց, 50 sq.m., 2/4 floor, euro renovation","Kanaker-Zeytun, 3 rm., 50 sq.m., 2/4 floor"
"210,000 ֏ monthly","2 room apartment on Avetis Aharonyan street, 45 sq.m., 4/9 floor, euro renovation","Kanaker-Zeytun, 2 rm., 45 sq.m., 4/9 floor"
"250,000 ֏ monthly","2 room apartment on Armen Tigranyan street, 46 sq.m., 5/9 floor, euro renovation","Kanaker-Zeytun, 2 rm., 46 sq.m., 5/9 floor"
"230,000 ֏ monthly","2 room apartment on Lepsius street, 55 sq.m., second to last floor, euro renovation","Kanaker-Zeytun, 2 rm., 55 sq.m., 3/4 floor"
"190,000 ֏ monthly","2 room apartment on Gai Avenue, 48 sq.m., 5/12 floor, major renovation","Nor Nork, 2 rm., 48 sq.m., 5/12 floor"
"$1,200 monthly","3 room apartment in a new building on Lvovyan street, 115 sq.m., 2/8 floor, 2 bathrooms","Nor Nork, 3 rm., 115 sq.m., 2/8 floor"
"200,000 ֏ monthly","2 room apartment in a new building in Nor Nork, 60 sq.m., 3/6 floor, high ceilings, major renovation","Nor Nork, 2 rm., 60 sq.m., 3/6 floor"
"250,000 ֏ monthly","3 room apartment on Marr street, 85 sq.m., second to last floor, designer renovation, stone building","Nor Nork, 3 rm., 85 sq.m., 4/5 floor"
"350,000 ֏ monthly","4 room apartment in a new building, Bagrevand Street, 120 sq.m., 1/3 floor, 2 bathrooms","Nor Nork, 4 rm., 120 sq.m., 1/3 floor"
"230,000 ֏ monthly","3 room apartment on Galshoyan street, 78 sq.m., 2/5 floor, euro renovation, stone building","Nor Nork, 3 rm., 78 sq.m., 2/5 floor"
"250,000 ֏ monthly","3 room apartment, Լյուքսեմբուրգի փողոց, 62 sq.m., 2/5 floor, major renovation","Nor Nork, 3 rm., 62 sq.m., 2/5 floor"
"200,000 ֏ monthly","2 room apartment in Nor Nork, 65 sq.m., 7/12 floor, cosmetic renovation","Nor Nork, 2 rm., 65 sq.m., 7/12 floor"
"230,000 ֏ monthly","3 room apartment on Luxemburg street, 67 sq.m., 1/5 floor, euro renovation","Nor Nork, 3 rm., 67 sq.m., 1/5 floor"
"260,000 ֏ monthly","4 room apartment, Լյուքսեմբուրգի փողոց 2-րդ նրբանցք, 92 sq.m., 1/9 floor, designer renovation","Nor Nork, 4 rm., 92 sq.m., 1/9 floor"
"350,000 ֏ monthly","3 room apartment in Davtashen 2nd Block, 85 sq.m., 5/14 floor, 2 bathrooms, high ceilings","Davtashen, 3 rm., 85 sq.m., 5/14 floor"
"260,000 ֏ monthly","3 room apartment, in Arabkir, 70 sq.m., cosmetic renovation","Arabkir, 3 rm., 70 sq.m., 8/8 floor"
"220,000 ֏ monthly","2 room apartment, Մամիկոնյանց փողոց, 65 sq.m., 1/10 floor, euro renovation","Arabkir, 2 rm., 65 sq.m., 1/10 floor"
"200,000 ֏ monthly","2 room apartment, Կասյան փողոց, 45 sq.m., 2/5 floor, euro renovation, stone building","Arabkir, 2 rm., 45 sq.m., 2/5 floor"
"250,000 ֏ monthly","3 room apartment, in Arabkir, 78 sq.m., second to last floor, 2 bathrooms, cosmetic renovation","Arabkir, 3 rm., 78 sq.m., 4/5 floor"
"250,000 ֏ monthly","3 room apartment, in Arabkir, 65 sq.m., major renovation","Arabkir, 3 rm., 65 sq.m., 10/10 floor"
"220,000 ֏ monthly","3 room apartment, in Arabkir, 68 sq.m., cosmetic renovation","Arabkir, 3 rm., 68 sq.m., 12/12 floor"
"200,000 ֏ monthly","1 room apartment on Griboyedov street, 45 sq.m., 1/9 floor, cosmetic renovation","Arabkir, 1 rm., 45 sq.m., 1/9 floor"
"230,000 ֏ monthly","2 room apartment, Arabkir 19th Street, 65 sq.m., major renovation","Arabkir, 2 rm., 65 sq.m., 9/9 floor"
"220,000 ֏ monthly","1 room apartment on Nikoghayos Tigranyan street, 42 sq.m., 3/5 floor, cosmetic renovation","Arabkir, 1 rm., 42 sq.m., 3/5 floor"
"220,000 ֏ monthly","2 room apartment, in Arabkir, 56 sq.m., 3/5 floor, major renovation, stone building","Arabkir, 2 rm., 56 sq.m., 3/5 floor"
"230,000 ֏ monthly","2 room apartment, in Arabkir, 40 sq.m., 3/5 floor, high ceilings, major renovation, stone building","Arabkir, 2 rm., 40 sq.m., 3/5 floor"
"200,000 ֏ monthly","2 room apartment, Վիկտոր Համբարձումյան փողոց, 65 sq.m., 5/9 floor, cosmetic renovation","Arabkir, 2 rm., 65 sq.m., 5/9 floor"
"200,000 ֏ monthly","2 room apartment on Orbeli Brothers street, 44 sq.m., euro renovation, stone building","Arabkir, 2 rm., 44 sq.m., 5/5 floor"
$700 monthly,"2 room apartment in a new building, in Arabkir, 56 sq.m., 7/12 floor, high ceilings","Arabkir, 2 rm., 56 sq.m., 7/12 floor"
"220,000 ֏ monthly","2 room apartment on Komitas Avenue, 70 sq.m., high ceilings, major renovation, stone building","Arabkir, 2 rm., 70 sq.m., 4/4 floor"
"300,000 ֏ monthly","3 room apartment in a new building on Leningradyan Street, 65 sq.m., 11/16 floor","Ajapnyak, 3 rm., 65 sq.m., 11/16 floor"
"$2,200 monthly","Spacious 3 room apartment in a new building on Amiryan Street, 165 sq.m., 9/12 floor, 2 bathrooms","Kentron, 3 rm., 165 sq.m., 9/12 floor"
"280,000 ֏ monthly","3 room apartment in a new building on Tsarav Akhpyur Street, 100 sq.m., 11/14 floor, 2 bathrooms","Avan, 3 rm., 100 sq.m., 11/14 floor"
"280,000 ֏ monthly","3 room apartment in a new building in Davtashen 4th Block, 85 sq.m., 4/14 floor, high ceilings","Davtashen, 3 rm., 85 sq.m., 4/14 floor"
"360,000 ֏ monthly","4 room apartment in a new building, Երկաթուղայինների 3-րդ փողոց, 113 sq.m., 2/2 floor, 2 bathrooms","Erebuni, 4 rm., 113 sq.m., 2/2 floor"
"250,000 ֏ monthly","3 room apartment on Mantashyan Street, 78 sq.m., second to last floor, euro renovation","Shengavit, 3 rm., 78 sq.m., 4/5 floor"
"180,000 ֏ monthly","2 room apartment in Davtashen 1st Block, 54 sq.m., 4/9 floor, high ceilings, cosmetic renovation","Davtashen, 2 rm., 54 sq.m., 4/9 floor"
"230,000 ֏ monthly","3 room apartment in a new building on Khaghagh Doni Street, 58 sq.m., 4/7 floor, high ceilings","Erebuni, 3 rm., 58 sq.m., 4/7 floor"
"220,000 ֏ monthly","2 room apartment on Lepsius Street, 54 sq.m., 6/9 floor, euro renovation","Kanaker-Zeytun, 2 rm., 54 sq.m., 6/9 floor"
